title,author,genre,status,release_day,views,subscribers,rating,chapter,chapter_length,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,124,49233,750,592543,60776,30444815,2014-06-30,iiTricia,where is ilpyo and the others?,2015-12-23,52,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,124,49233,750,592543,60776,30444815,2014-06-30,Erick Flores,Lol that's from dbz fusión,2015-02-18,41,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,124,49233,750,592543,60776,30444815,2014-06-30,Audrey Ardelia,i think we missed ilpyo x(,2015-07-11,40,1,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,ИaughtyИυhl󾬪,They gathered all the dragon balls.,2014-12-23,35403,112,24,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,Ian Kelly,LOL cats and dogs don't like him(or was that the other way around) but dragons do.,2014-08-21,25037,71,11,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,Yuuto Ren,"Last time, it was Naruto. Now, it's Dragon Ball...",2015-11-13,23718,159,45,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,galih s a,why isn't this webtoon popular?! this webtoon is epic!!!!!p,2015-05-29,660,8,5,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,kawaiinekogirls,"i love how the six chick says that the children were transported, which includes a 38 year old grown man 😂",2017-11-28,466,0,5,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,Fiqah,new annoying character who's too strong and hard to defeat and takes up lots of chapters to be killed huh,2016-01-08,495,10,4,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,Zweivoss,Did Ilpyo's boxer friend get replaced? Will someone ever teach Mira what pants are? Find out NEXT TIME ON GOD OF HIGH SCHOOL BALL Z!,2017-03-09,313,4,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,DustyTGS,"Mori’s family motto “follow your nose, and keep it short on the phone”",2019-01-10,161,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,Kiro the undead,I’m getting that “you took everything from me... I don’t even know who you are” type vibe between Mori and purpleHaired chick,2020-03-01,123,0,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,Mayfields,Only the kids went??? But that old guy who went back to high school was also there?,2016-09-09,114,1,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,harusame_,"It's great that each team had a job assigned, not just tagging along (before the teams got messed up, haha).Amazing cliché twist with the dragons too, so refreshing not to start with a fight (´▽｀)",2016-02-25,85,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,DSandstorm,The dragons were so happy,2016-01-10,82,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,TowerofGodis#1,Ohh so she was the girl that trained Manseouk Gang,2016-02-15,65,0,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,Nathaniel Washington,"actually quite shameful that people think its copying other manga, and dont know that they all were using Chinese mythology as a Base for their stories",2017-04-23,63,2,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,125,59120,859,592543,59579,30444815,2014-06-30,Devin Lewis,i dont think the author understands what Rub a Dub is,2016-06-02,57,1,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,🍪Cookie🍪,Ok that headband totally had nox sign on it,2015-07-31,28594,66,23,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,David Diaz,i never understand why in situations like these a character would just sit back and not say anything about the person pretending to be them. I for one would let loose yelling that the person is an imposter and wipe out the entire city. Or something like that.,2015-08-03,17960,523,43,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,Sazaimah Saion,The monkey king return😱😱😱😱😱,2014-12-24,15182,58,3,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,harusame_,"Haha, dragon sweatdrop at losing its passengers + Toma crying of pain at receptioning the lost passengers, hilarious ≧∇≦*)Love how this Webtoon never forget this kind of comical moments!",2016-02-26,314,1,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,AzureBlood,First off How Dare You try to imitate the real Monkey King ,2015-12-12,277,0,3,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,TowerofGodis#1,That fraud has Mori's gourd!!!!!!,2016-02-15,164,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,taengoo_0907,"Lol when I saw the monkey king with the white hair all I could think was like... .  .  .   ...""Muzaka?"" 😂😂",2017-04-04,97,0,5,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,Kai Kim,When did he use original sin wtf?,2014-11-29,90,0,3,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,Twenty-onePilotsStan,"I just remembered! This was a movie my Mandarin teacher showed my class in 6th grade. a movie about the monkey king challenging the gods! *facepalm*. The movie and this manga are really connected by Chinese folklore although the author uses a lot more imagination in his version. basically, I don't remember exactly what happened but the monkey king challenged the gods so that he could become a god himself as he was really powerful. continued in replies:",2015-12-27,64,1,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,B00KL0ver1,I should be doing homework ,2020-04-18,42,0,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,⑈⑇⑉Doll Shururu⑇⑉⑇⑆,The real king came to reclaim Gaara's water bottle!! ,2019-05-08,41,0,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,🐞 TheLadybug 🐞,the real monkey king is about to whoop your äss,2018-10-07,41,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,Johnnyelle🌻,Backbone breaker 😂😂😂,2016-07-21,32,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,MrLuckyj1,Morin looks so handsome with his tank top,2018-10-21,28,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,126,57259,418,592543,58603,30444815,2014-06-30,AllSpark T200,"That imposter, when did nox take over Oraeguk?",2015-12-06,24,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,Diana,im scrolling it too fast cause its exciting.,2015-12-19,26362,68,19,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,Javon Ezell,Damn. They got caught😒,2016-01-17,19132,96,6,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,Dean Sullivan Ahmed,anyone else just like WOAH 😐😐,2015-11-18,16217,79,7,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,harusame_,"Run.... Haha, running away IS one of the greatest strategies from the Art of War after all -A-)/",2016-02-26,381,1,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,Essence Roberson,that little fake ass king stole Jin's name and bottle little bitch,2016-06-19,361,1,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,TowerofGodis#1,I don't like this fraud,2016-02-15,182,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,DarDarSauce,Does anyone else notice the eyes when Charooroo got serious look exactly like Moris? That shows that Mori is the real monkey king and not the pasty dude ,2017-04-16,174,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,Junior Styles,"i am playing a game called monkey king right now, oh the irony",2015-05-18,101,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,Marblelext,Mori and the monkeys have the same eyes!,2016-07-15,91,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,🍪Cookie🍪,Y? Y do u have to destroy thise pretty buildingsssss 😨,2015-07-31,59,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,Ty.antcapalot,I’m happy to know I’m not the only one here in 2020,2020-05-27,53,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,HEH3HE,U.F.O or a Cloud???,2015-10-16,41,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,numi3000,I just got that when the monkeys get angry they get crosses in their eyes,2017-04-27,39,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,loreleiyoyo,I love genuine fighter,2015-12-14,26,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,127,65712,461,592543,58023,30444815,2014-06-30,Alpindang,eh? they got caught?,2015-12-23,22,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,isabell53214658,am i the only one noticing that the eyes of the monkeys are the same as mori´s! with the yellow thing and all.,2015-10-08,38697,160,39,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,raishandi,all grandpas in this story are so cool 😂😂😂,2015-12-09,27636,41,17,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,chloe 󾁀 tan,bishop byron sits like the homeless guy from the six....but it can't be because mori got trained by him. *sigh i can't trust anyone anymore -.-,2015-10-12,20054,71,10,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,harusame_,"Maybe the star inside their eyes is when they use their genuine fighter power (what they call a ""sin"")?",2016-02-26,751,1,3,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,Kripa Mayur,We got from a fighting competition to talking monkeysI love this webtoon ,2017-12-30,129,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,Diwaker Gupta,Lol I dont get why this series has no comments XD.But it's getting pretty intense!,2016-01-12,115,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,José,damn these old monkeys! strong! :D,2017-01-18,94,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,Jan_Janxo,Gramps is badass.😆😆They r old but they know how to fight,2017-04-02,54,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,Blue is legend,this is just too much for me imma stop reading this TT.TT *takes bags of chips starts eating it and keeps on reading it* TT.TT,2017-05-28,50,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,Frostfire2000,I just realized that the family motto is follow your nose and that's exactly what mori is doing,2020-04-01,49,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,강진주,Those little old monkeys are adorable lol. 🐵,2016-03-07,30,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,LoneOwl,respect your elders.,2020-05-17,29,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,Crowndy,All the grandpas in this are terrifying,2018-11-28,26,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,At Its Finest,I think the original monkeys who aren't controlled have the same eyes  as Mori with him being just slightly different since he's the real monkey king,2018-04-19,26,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,128,56548,387,592543,59011,30444815,2014-06-30,«?;~;?»,I’m waiting for them to notice his the real king 😴🥱😪,2020-06-25,23,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,Djun220,Favorite chapter of all time. Why? Because of just how smooth that glasses guy is. Moo,2015-06-18,41472,68,19,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,yoonpearl,Hahaha everything in this chapter was so funny From the pick up line to Mori being judged by the monkey lol,2015-09-01,25123,63,4,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,Alber__96,That smooth pick up line XD,2015-11-23,23249,39,10,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,KKgertz,"""you are the second man to say that to me"" how much you wanna bet it was Mori who said that?",2016-09-24,1049,0,14,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,Sasha Black,"""Because you're already beautiful enough without them."" That line. I felt it. I really did. ",2016-01-11,747,0,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,yxkhei,In the last panel Mori looks like a dad who had to take his kids to work and the monkey guy is his boss who isn't pleased with it 😂,2017-05-31,498,0,3,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,harusame_,"""I can smell you (you stink).""... pffff... hahaha!!! Here goes down the legendary cliché of hiding one's presence with martial arts techniques.  Love how Mira design got more muscular after the timeskip training. It's great to see strong female characters actually looking strong ""^"")",2016-02-26,307,1,3,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,VasteLorde,Won't Lie The Ox  QueenWas Smexy Asf,2016-12-29,226,0,4,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,Wargreyguy25 ,"Yes her ""horns"" are big",2017-02-28,166,0,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,GameOver,"""Because you are already beautiful without them!"" ---- smoothest line ever!!! muahahaja",2016-12-03,163,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,Izuku Midoriya,"glasses-kun has also studied the ways around a woman! trully, a genius",2019-10-03,106,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,notmuchofaperson,"The last panel, Mori carrying the 3 old monkeys look so adorable.",2016-03-04,84,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,Nimufujiko Ryokanjou,when a nerd/jock who is the definition of socially awkward has the best game of all,2017-04-26,81,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,Matthew Evertz,Dat fan service though ;),2016-01-25,74,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,129,56702,819,592543,65255,30444815,2014-06-30,knight of hope,how much you wanna bet the first person who said that to her was mori XD,2016-12-23,72,2,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,Neancy Sundayz,Oh gosh! The grandpas are so cool!!~ *o*,2014-09-26,38023,41,16,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,🍪Cookie🍪,Lol that looked like he can extend his legs xD,2015-07-31,26010,65,31,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,Himnera Kimy,I cannot believe there are only those few comments.... I MEAN GUYS HE D FCKING BACK. OMG. SO EXCITED,2015-09-02,17643,68,5,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,feral_self,Omfg he's so hot I'm crying. ,2015-10-25,412,4,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,dfromero,I think people are so excited that they cant even type comments 😭😭😭😭😂😂😂,2016-05-31,312,2,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,harusame_,"Mori is usually acting upbeat so it's great to see him blasé when his opponent is obviously too low-level to even deserve a beating, haha. And don't forget the kickass grandpas!",2016-02-26,240,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,Nyah_Chan,The one thing G.O.H teaches you... Don't f**k with your elders... And certainly don't f**k with Mori,2017-06-13,216,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,imAL1ner,IN THE LAST PANEL MORI WAS SO HOT LOL :3,2015-11-03,116,2,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,CookieKatArmy,Is it just me or is Mori a lot more handsome fighting?,2017-02-21,75,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,Kitty MeMeow,"it be awesome of he Moro said ""Kneel"" like a total boss.  lol I still have The Noblesse in my veins dam it!",2016-05-02,51,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,Jenny Anne Vigre,awesome,2015-02-19,44,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,Alise Rivera,How the hell am I suppose to pronounce these names?!,2018-01-27,42,1,4,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,AllSpark T200,Finally  lol the suspense was killing me.,2015-12-06,38,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,mik_rosser,Boom,2014-08-17,35,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,130,58650,668,592543,64194,30444815,2014-06-30,bunnyluv,mori's converse tho,2016-05-28,34,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,Neancy Sundayz,Moo-girl is so cute Y U rejected her?~ >.<,2014-09-26,31871,195,36,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,Goldenzephos,"Lol that cow woman, ""if you reject you die""",2015-11-26,24652,72,11,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,Lucas Z Jet,Mori looks so OOOing majestic when he fights,2015-06-13,20136,48,14,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,harusame_,"Securing strong allies by marriage = great strategy, Smarty Pants ﾟ∇ﾟ)",2016-02-26,504,2,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,Ganthonifcy,I love it how Jin makes the monkey king look so weak,2016-02-19,323,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,slatalot5190,marry moo-girl lol,2016-02-26,213,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,sam uel,mori is a badass!and cow girl loved him in the past?,2016-08-27,157,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,chloe 󾁀 tan,omg that come over thing was so hot~ ah fangirls *.* kick his butt,2015-10-12,108,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,Ghostricker,Who else would marry the cow woman?,2016-11-26,103,0,3,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,Leslie Pavez,I started this today and I'm already on ep131. I can't stop reading it. It's sooooo good ,2017-01-20,64,1,3,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,Jermaine Moore,Mori is so *** majestic when fighting looking like a kick ass ballerina,2016-08-02,55,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,0ali_cia0,"omg Mori was everywhere,  with cow chick,  being the king of monkeys,  being apart of that nine thing,  saving weird monkeys",2016-10-11,54,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,Batuhan Çakmak,read webtoon for plot-moo,2016-05-06,42,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,Fairytail 4life,I wanna see Mori wearing royal clothes(with lots of skin showing) while he's fighting.,2017-07-22,42,2,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,131,34922,591,592543,60547,30444815,2014-06-30,Moby White,her horns are 'udder'ly rediculous in size.,2016-11-22,36,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,Reistenger,just die fake king monkey,2015-08-27,29239,663,22,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,Ashely Li,I just love that curly hair glasses guy.,2015-09-21,24904,71,20,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,Klo Htoo,BADASS,2015-09-26,19574,55,8,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,Astrid.P,finaly tha real jeocheondaeseong is out...,2014-11-29,653,1,7,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,harusame_,"Ladies and Gents, the new hero of that Webtoon, Yeoui, just got the job done on its own #1 escape prison of glass and get back to its owner #2 ascertain its owner allies are kicking ass on the way #3 destroy mind-control device on the roof as finishing touch *~*)",2016-02-26,302,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,Ben Sullivan,Remember at the beginning when they were all in high school? They've prolly long been expelled by now. ,2017-03-30,241,2,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,Twenty-onePilotsStan,"......and all this time, Mori as a human is still a minor.. ..  ",2015-12-27,167,0,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,yang.le,"Mori should have said, ""Now kneel down to me"" or something like that. Just for the extra dramatic atmosphere lel",2016-01-22,104,1,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,Eileithyia.,"crazy thing is, I still kinda ship uma(cow queen) with glasses guy.🤷🏾‍♀️",2020-04-04,63,0,2,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,iiTricia,how do you read yeoui? I read it as extend yaoi,2015-12-23,55,2,4,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,FallenSully,I sense a sad flashback incoming,2017-11-07,43,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,daisy Cindy,There is always that one person that likes being single,2019-01-19,39,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,has been deleted,he rejected her ... some one hold me down.,2016-07-12,37,0,0,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,LadyClose,Reject her and it will death by snu snu!,2016-08-15,31,0,1,2023-01-06
The God of High School,Yongje Park,action,completed,completed,771800000,2800000,9.7,132,62129,413,592543,61711,30444815,2014-06-30,kosher salt,TOO. MANY. HARD. WORDS. TO. PRONOUNCE. AND. READ. ,2018-05-26,26,2,0,2023-01-06
