title,author,genre,status,release_day,views,subscribers,rating,chapter,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,Jenn😂👌,Wait did Mori have children or those are just shattered pieces of him,"May 25, 2017",25181,90,33,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,Anukaxp,the sister can't be mori's kid because she is 19 and it's 17 years later since we last saw him. But not sure about the boy...could be his son  and they just call themselves siblings cuz they are together as a make believe family,"May 25, 2017",15815,83,39,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,ZeroDarkThirty,So.......Attack on Titan is part of God of Highschool now because I thought this was T-Rated. A guy having his head bitten off his body is not T-Rated yet a lot more crazy s*** has happened already.,"May 25, 2017",11781,91,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,P-Jeffrey Garçon,I'm just not ready for a new generation....please let me know more about what happened during those 17 years,"May 25, 2017",417,2,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,fyfyhearts,"AM I THE ONLY ONE WHO NOTICED ONE OIECE REFERENCE? ""WHITE MUSTACHE=WHITE BEARD"" "" SHANKS=SHANKS"" ""FIRE FIST=ACE"" ""AOKIJI=ADMIRAL AOKIJI"" NO?","May 26, 2017",375,3,10,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,Sakshi Giri,Mori jin stays out of his own comic for more than half of the total episodes😂😂😂,"May 25, 2017",244,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,Luis Mejia,Mori was level 13 at that age,"May 25, 2017",197,0,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,Sylvia Nyambura,SHE HAS THE SLEEPING MASK I REPEAT SHE HAS THE SLEEPING MASK😷😫,"May 25, 2017",159,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,James Cunningham,"I finally remember what the ""high school"" in ""God of High School"" stood for, huh. A school apparently.","May 25, 2017",91,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,Blank,omg this is turning into Unordinary,"May 25, 2017",93,5,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,Yessi_Hope,I'm so lost with this whole story I'm not liking it anymore but oh well I'll keep reading cause I wanna know what happened to Mori Jin,"May 25, 2017",72,7,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,CCORD,I don't want these kids to be Mori. I would love it if he came to this school himself.,"May 26, 2017",49,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,dracodrake,Where is Mori Jin?,"May 25, 2017",59,5,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,Nagisa Shiota,I still miss Mori Hui... 😭😭😭😭,"May 25, 2017",47,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,311,1644,594306,43467,30376719,2017-05-26,Gamer Saurus Rex,WHERE THE FUCK IS MORI JIN???????????,"May 25, 2017",51,4,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,lanadellray,"NOOO STOP TALKING ABOUT MORI JIN LIKE THAT!!!!!!! HE IS A LITTLE CINNAMON BUN AND THE DIDDLEY DARN "" WORLD PRESIDENT"" IS THE BAD GUY DAMNIT","Jun 01, 2017",33347,171,42,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Golden Rock,Really missing the old crew😢,"Jun 01, 2017",27444,225,27,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,SerpentTech,I wonder who their parents are? Hmmm Edit:thanks for my first tip comment guys! I'm so happy it's on GOH! Can't wait for next week. ,"Jun 01, 2017",15352,186,27,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Lord Eyepatch,"""I wanna be the World President"" WTF IS THIS, NARUTO?!","Jun 01, 2017",536,1,10,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,ithesecondqueen,I MISS MORI JIN. I MISS MORI HUI. I MISS THE TRIO. I MISS COW GF AND GLASSES. I MISS GRANDPA AND ELDERS. I MISS MONSTERS. I MISS EVERYONE EXCEPT MUBONG PARK. FXXK HIM,"Jun 01, 2017",506,4,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Alex Harwell,"BY THE GODS, IF I HAVE TO SIT THROUGH ANOTHER 200 EPS TO SEE THE MONKEY KING AND NINE-TAILED FOX IN CONTINUOUS ACTION AGAIN, I AM GOING TO TOSS A PLANET.","Jun 01, 2017",376,2,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Kennylags,You guys are all arguing on who's their parents I'm just here wanting Mujin Park to be humiliated by mori Jin,"Jun 01, 2017",279,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Siti Fatimah,Plot twist When u hate mori jin but u r him in the next generation 😂,"Jun 01, 2017",161,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Jeremiah Cunanan,"my theory: mori jin split into two, one part is the girl with mori's borrowed power and cool personality and the guy with the physical strength and kind goofy personality","Jun 01, 2017",140,3,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Vincent Almengor,"I understand the writer is doing his thing and all and I appreciate that he gave us such a good web comic but we have lost mori jin for the second time and the first time we had lost him for over a year, yea we saw him here and there in the other world but we wanted him back in the action and now we lose him again?? We didn't even have him for very long. When we started this journey it was with Mori Jin I want to end this journey with Mori Jin. ","Jun 01, 2017",111,7,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Tony Huynh,"Luffy: I'll be Pirate King, Naruto: I'll be Hokage , Mori Dan: I'll become World president...right after my sister becomes president","Jun 01, 2017",83,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Lyralynn_06,"I understand the situation and why Mori Dan thinks of Mori Jin that way, but it hurts me to hear that. I miss Mori Jin... so much","Jun 01, 2017",66,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Eric Kim,Ya he has no borrowed and has amazing physical strength just.   like.     Mori.     Jin.    ,"Jun 01, 2017",62,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Tau Kat,"Jesus the level of whine in this fan base. Every week it's ""where's mori jin? I miss the old gang so much! This is unreadable! Wha wha!"". It's literally only been 3 episodes into season 5, take a breath your characters are alive so they will inevitably be back.","Jun 02, 2017",67,4,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,312,1857,594306,43994,30376719,2017-06-02,Shelby0311,What ever happened to the old crew coming together to find Mori? I'm still a little confused with this time jump... ,"Jun 01, 2017",36,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,KYIOK,Okay so like WHERE'S MORI THO????,"Jun 08, 2017",26398,549,72,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,Brandon Guzman,YESSS! MY KING IS BACK 👑 ,"Jun 08, 2017",20904,140,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,BlakNation,who else got fangirled when they saw the new chapter,"Jun 08, 2017",13586,164,19,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,Dylan Phan,Sage of the east Lvl: OVER 9000,"Jun 08, 2017",387,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,TheOneTruePeterPan,I still want to see Mori but Daewi is so awesome I am so happy to see him!!! He's so much older 😭 they grow up so fast ,"Jun 08, 2017",283,2,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,Adam Perkins,Daewi is just casually strolling back into our hearts 😍😍😍,"Jun 08, 2017",219,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,ChaoticDrax17,Finally Daewi came back now we only need Mori Jin and Mira to show up 😭😭 and then the original group will be back 😃😃,"Jun 08, 2017",125,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,MoJoJoJo57,are you sure Trump didn't build that wall,"Jun 08, 2017",101,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,sirwolfe,"people complain about mori jin being missing for a majority of the story. you guys are failing to realize that the story isn't just about him. yes he's the main character, but now the author is trying to bring in more elements to the plot to better tell the story. so when he does return you won't be too confused when he tells us he's been doing some real sh*t. I'm pretty sure you would want a great, complete explanation and not just some bull the author pulled out of his ass for you. be patient","Jun 09, 2017",98,4,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,Nicky Pearl,Forget Finding Nemo and Finding Dory this needs to be Finding Mori,"Jun 11, 2017",64,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,_Brandon_Rojas_,"everyone who keeps asking wheres mori, just chill the hell out. Obviously the author hasn't forgotten about himjust let the man write his story in peace","Jun 09, 2017",49,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,Joke Name,"Yes, keep shooting at one of the six. That'll surely stop him.","Jun 09, 2017",42,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,Some1JustWroteThis,*when I saw the wall*..... *attack on titan theme songs starts to sing in my head*,"Jun 08, 2017",37,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,ShaVz,"Am I the only one that likes the way the story is going??? It's not your usual plot, and I can't guess what's gonna happen","Jun 09, 2017",28,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,313,1386,594306,44856,30376719,2017-06-09,taratara11,"getting tired of seeing comments like ""where is mori"". we went through 120 chapters without him amd we still here, because this manhwa is still great with or without him. please just enjoy the show","Oct 10, 2020",21,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,Grace Shin,"WHO ELSE WANTS TO FIGURE OUT WHO THEIR PARENTS ARE, CUZ I WANT TO FIND OUT WHO NAMED MORI, MORI?!?!?!?!??!?!?!?","Jun 15, 2017",24308,154,34,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,JordanKW,Stayed up just for this. WHERE'S MY MORI,"Jun 15, 2017",16344,398,23,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,amawon,War Deity Natak has amazing legs I'm jealous,"Jun 15, 2017",14963,136,32,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,EllisDgenorous,Last season: Where's my Mori?! This season: Where's my Mori?!  some things never change,"Jun 15, 2017",469,3,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,Mango Rice,Plot twist-- Mori Jin is Mori Dan's borrowed power 😲😲😲,"Jun 15, 2017",307,6,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,Shauntee Colston Jr.,One day Mori will come back. When that day comes Bam will have climbed the tower.,"Jun 15, 2017",185,8,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,ClasslyMonocle,"Just realized that she has the ""strongest"" borrowed power, but her sponsor God is someone Jin Mori soloed.","Jun 16, 2017",126,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,Madame Solivigant,"Anybody Else think of was going to say BLOOD, SWEAT, & TEARS? ","Jun 15, 2017",126,2,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,PixelGirl,"Power revealed*me: Ok, so the boy has Mori Jin power right? .....","Jun 15, 2017",80,2,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,MonkeyJungle,"I cant believe that attack on titan guy tried to trick her, but her borrowed power is someone that was defeated by Seungcheol Baek and the Oxen King, that's pretty cool if you think about it","Jun 15, 2017",60,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,taekyun,When you realize...The ultimate great war diety Natak...got sh*t on by Mori and his crew,"Jun 15, 2017",56,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,Mochi Minie,"""Blood, Sweat, Effort""lowkey thought it was going to be tears...","Jun 15, 2017",55,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,Fire Lord of Teas,"Am I the only one who was laughing so hard when they called him ""Pikachu""? 🤣😆☺️","Jun 17, 2017",50,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,Cookie Monster,at first i thought mori had kids but the age gap is too small,"Jun 15, 2017",41,1,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,314,1502,594306,43422,30376719,2017-06-16,Kari (의 카리나),Wow we were completely teased by Daewi at the end of the last chapter...so her borrowed power is the Ice brother that fought that bat guy (sorry name) and Uma. that means there 2 other people who have the first and third crown princes That said I really want Mori jin back,"Jun 15, 2017",33,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,TOYIN✌,At this point I will take any Mori Jin Mori Hui Mori Pui Mori Stew....JUST GIVE ME MY ADORABLE MORI!!!!!,"Jun 22, 2017",31043,361,63,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,Lolmaster 99,That boy is literally where all of Mori's physical attribute has gone into.,"Jun 22, 2017",24198,72,36,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,jacob guzman,#notification squad where ya at,"Jun 22, 2017",10385,415,10,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,Paiten Moore,this comic could go on for 20 years and we'd still read it,"Jun 22, 2017",446,3,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,Kidwolf59,"Next chapter: Power Borrowers devastated, Taejin thumbs up from beyond the grave","Jun 22, 2017",339,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,Praneeth Bhatt,This is the part where hes gonna get the flag then just run around and become sonic the hedgehog right,"Jun 22, 2017",188,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,Ardyey,Borrowed power: Mori Jin,"Jun 22, 2017",156,1,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,Donavan Rex,damn straight. I already love this new character. Anyone else notice that the girl is wearing Mori's eye cover?,"Jun 22, 2017",100,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,Je Shen Chow,"It's mori all over again , I'm hoping to see how well this kid rekt other people with martial art ","Jun 22, 2017",85,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,Shansu,I smell something along the lines of Mori Jin's reincarnation.,"Jun 22, 2017",63,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,Madame Solivigant,"power of calories. Damn, wish I could say the same. ","Jun 22, 2017",57,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,jenkim15,Here comes the monkey king ,"Jun 22, 2017",42,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,xkyoshirox,ARE YOU FUCKING ME. THE ONE PIECE OF ACTION I HAVE BEEN WAITING FOR SINCE THE BEGINNING OF THE SEASON AND IT DOES ME DIRTY AT A TIME LIKE THIS 😭😭🙄,"Jun 22, 2017",39,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,saiko art,Mori Dan is substituteEveryone oh he's level 1 he'll be easy Red haired guy wait he's ss in everything Readers: BOIS YOU MESSED UP,"Jun 22, 2017",39,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,315,1886,594306,44550,30376719,2017-06-23,Idoshi,So as long as he dodges the attacks of the power borrowers then he can take the flag and then continue to dodge until time runs out. OR THE ALTERNATIVE (and by far my favorite) PUNCH EVERYONE INTO SUBMISSION ,"Jun 22, 2017",35,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,xingx,So we really about to pretend like he didn't say I got these scars during the great war?,"Jun 29, 2017",34026,63,58,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,Paper Pancakes,Did anyone actually explain the rules to him?,"Jun 29, 2017",21487,48,20,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,Lord Eyepatch,RUN MORI RUN!!!!!! He's gonna become the Forrest Gump of this challenge!  PROVE TO EVERYONE THAT THEY'VE GOT S*** WHEN IT COMES TO YOUR SPEED!🏃🏃🏃🏃🏃🏃🏃🏃🏃🥇🎖🏅🏆,"Jun 29, 2017",12935,115,8,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,Nerdy Asian,Mori Dan got his scars during the great war... hmmmmmmmmmmmmmmmm I think our baby Mori jin found himself a bottle of blue hair dye,"Jun 29, 2017",571,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,anonymous,"The announcer said it was luck. But clear it was 0 percent luck, twenty percent skillFifteen percent concentrated power of will Five percent pleasure, fifty percent pain And a hundred percent reason to remember the name!","Jun 29, 2017",211,1,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,james6183,He got the scars in the great war. That would mean he fought in it. That means he is Mori!,"Jun 29, 2017",165,1,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,Tweecrowd,Me: OMG WE WON WE WON. Hulk guy: come up takes flag. me: Mk WE BOXING GET MY GLOVES,"Jun 29, 2017",97,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,godessclique,"I swear when I saw the scars I was directly thinking about Mori Jin. Not about the reincarnation at first but about the fact that, if our hypothesis are correct, he has a ""pure"" power just as Mori. Then when he said ""oh I got those scars during the great war"" confirmed more and more that he is Mori Jin's reincarnation like HOW could you got those scars during the war when you're not supposed to be born yet???!!!! Once again we end up this chapter w/ more questions than answers....","Jun 30, 2017",86,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,Farenthor,"They say ""pure luck"" let him get the flag but it was just ""pure luck"" for the other players that he didn't know the rules.","Jun 29, 2017",59,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,sanae,""" got these scars from the great war "" say wahhh?","Jun 29, 2017",39,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,Jason Jee,Mori dan : I will WIN THIS!!!a while later Mori dan : I GET THE FLAAAGGGG!!!! after flag snatched Mori dan : what do i do wrong? 😳,"Jun 29, 2017",45,3,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,M.B.H,great war??? say what kiddo? how wait what ?*my mouth still open* mori could that be... wait no I don't get it that can't be the.... no... yes?,"Jun 29, 2017",33,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,Kragafest,"he said he got those scars during the great war, he has the headband,he's super strong....IT'S MORI JIN I KNEW IT","Jun 29, 2017",32,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,Knightlock,"It could be there are three Moris. Mori Dan is all the physical attributes of Mori Jin, the flash he used in this chapter proves something like that, his Monkey King powers are in someone else, they would have the armor, and Mori's memories, mind, and martial arts are either with another person, within his original now weakened body, or just in some spiritual place.I'm gonna predict Mori Dan is going to lift Yeuoi and show everyone who he is and the Monkey King Mori is going to come to him.","Jun 30, 2017",27,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,316,1435,594306,43463,30376719,2017-06-30,ZeroDarkThirty,"So basically, this Mori possess the originals body which makes him as fast as Sonic the Hedgehog......the blue hair adds to that idea😂","Jun 29, 2017",26,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,PlanetariumRecords💝,"We have Mira,and Daewi appearing. Guess who we are missing? Mori! I hope he appears a couple of chapters after this one♥♥ edit on may 1, 2021: why are people from 2020 & 2021 being so rude LOL. It’s from 2017. I couldn’t “read ahead” to find out anything bc I commented this when it was the latest chapter😁","Jul 06, 2017",21810,360,66,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,Lord Eyepatch,"If that was indeed Han and not some brainwashing illusion, I can imagine it going like this. Doctor: So what did you learn after your asskicking by the Jade Emperor?  Soldier: Guns don't--  Doctor: GUNS DON'T WORK ON A GUY WHO CAN BENCH PRESS A F****** PLANET, YOU DUMBA**!","Jul 06, 2017",15031,59,24,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,syun611,I’ve probably reloaded this webtoons page a hundred times each minute since 12 am while at the same time reading 'I love yoo’  how about you guys or is it just me? 😂 😂,"Jul 06, 2017",8637,112,10,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,fka_squire,So Mori is significantly faster than his sister. The world is spoiled because of borrowed powers that they forgot the heights a regular human can reach he's about to slap sense in these kids. ,"Jul 06, 2017",309,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,BlackMetalTarkus,"Daewi is going to recognize mori in mori, then shit will get real. Mark my words.","Jul 06, 2017",239,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,HesitantChaff,And there goes Trump's wall.,"Jul 06, 2017",134,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,jacobDouglas,does anybody else remember when mori jin was walking around say I'm the best the best fighter? no just me?,"Jul 06, 2017",129,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,Ahaha,"Maybe Mori was actually reborn as Mori after the great war. just like back then when his grandpa found him, he probably turned back into a child and lost all his memories..the cycle repeats! xD","Jul 06, 2017",85,0,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,SmkWyd,"finally seeing parts of the gang coming back, now all we need now is Mori Jin","Jul 06, 2017",70,1,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,Plot wisti,DAEWI LOOKS EPIC AND MIRA LOOKS AWESOME,"Jul 06, 2017",59,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,Nathan,Remember when this was about high schoo.... oh wait,"Jul 06, 2017",43,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,GhostReader,"Who else is thinking the brother is actually a lot stronger than his sister, that he's holding back so he can make his sister world president Theory: maybe his sister is actually kinda bad, she knows he's stronger but she's trying to surpass him out of jealousy ","Jul 06, 2017",45,2,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,317,1228,594306,43880,30376719,2017-07-07,~ˏ₍•ɞ•₎ˎ~Sakura-chan,I HATE MUJIN PARK. HE DESERVES TO DIE. GRANDPA DESERVES TO LIVE.,"Jul 06, 2017",40,2,0,2022-12-29
