title,author,genre,status,release_day,views,subscribers,rating,chapter,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,Surizzle,WAIT NO DUSIK DON'T DIE ON US PLEASE ALSO THE KID IS AMAZING DRINKING LIKE THAT,"Mar 21, 2019",542,1,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,GRILLER123456,The two kids remind me of astroboy anyone else?,"Mar 21, 2019",422,5,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,Jhovany Segura,I’m amazed on how much ego the new generation has and don’t respect or hasn’t seen true and monstrous power,"Mar 21, 2019",359,0,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,thefilapano,"look author, i cannot take the potential death of Dusik Kim. ","Mar 21, 2019",287,2,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,Bwycee,The dude litterally can take Zeus on (at least in his dreams) if he's as strong as he was when he 'defeated zeus*' he's gonna clap all of them 😂,"Mar 21, 2019",209,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,KookieMonster,"come on, dont let dusik die. he just started taking in that little kid to train to become like him.","Mar 21, 2019",145,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,Cash Sanders,i feel a pain vs Jiraiya vibe going on here😂😂,"Mar 21, 2019",125,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,Glorified Fudanshi,"Now I'm angry, it's always annoying and obnoxious as absolute hell when the enemies are a bunch of power-lunatic kids. I hope Dusik beats some sense into them or at least kills one so they learn a lesson.","Mar 21, 2019",101,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,ThatOnePunchGuy,So that kids power is why’re you hitting yourself?,"Mar 21, 2019",66,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,Exodflame,Lee sin bro u are in the wrong universe.,"Mar 21, 2019",64,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,Majik Fox,Wow i didn't know Astro-Boy had kids,"Mar 21, 2019",57,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,405,1350,594306,54809,30376719,2019-03-21,Cancer God,He is about to be pissed about that jacket of his,"Mar 21, 2019",44,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,Dansmade,"98% Vs 2%!!chance is chance!  even it goes 0,1%","Mar 28, 2019",17729,59,39,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,MasterKai,The Ultimate Bar fight that's not even in a bar,"Mar 28, 2019",15193,63,18,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,TokuHer0,Dusik fought Zeus... AND LIVED. Man doesn’t know what fear is anymore. He stared death in the face and was prepared to go down swinging,"Mar 28, 2019",2983,1,7,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,This user has been deleted.,This comment has been deleted.,,0,0,36,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,Die-HardFan,"I guess that 98% chance is never happening, wait what? Guess that Coding Han with his “master calculator” is dyslexic and misread Dusik Kim for Gen x","Mar 28, 2019",325,4,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,TokuHer0,Note it said: “Victory.” It didn’t say anything about casualties,"Mar 28, 2019",244,0,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,to uwu or to not uwu,They misspelled Dusik Kim as Gen X smh,"Mar 28, 2019",224,1,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,TheKingUltra ,"Dusik Kim a man who got a punch from zeus, flew across the planet and ran all the way back, if he Loses to some stupid ass power abusing kids, ill be furious ","Mar 29, 2019",178,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,🌟S.a.v.🌟,"Next episode, Mori comes flying in with yeoui and crushes two of the Gen x team members. The percentage with now say 98% win rate for mori jin and dusik Kim 😂","Mar 28, 2019",117,2,5,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,Kingdead Lion,Holy smokes this line got me the chills  “ HE F**KS THEM  UP RIGHT BACK 100%.”,"Mar 28, 2019",92,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,😈Satan's Potato🥔,"How ironic that episode 404 had to be ""Fixed""....","Mar 29, 2019",79,0,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,Aaron Wilson,Tell me why I thought the military dude was bout to pull a Jo Jo bizarre adventure and hit him with a ORA ORA ORA ORA ORA ORA ORA ORA ORA ORA ORA ORA  but sadly not,"Mar 28, 2019",78,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,Kitty RAMF,2%!!!! That’s all Dusik Kim needs!!!,"Mar 28, 2019",71,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28,Valter Cocco,98% is actually the interest rate of his loans lol ,"Mar 28, 2019",57,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,406,1055,594306,65079,30376719,2019-03-28, XxDark_KingxX ,Yo Dusik would let u win for money  ,"Mar 28, 2019",43,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,~LittleNeko~385,"They should have known that money only makes him stronger. Oh yeah, and when will Mubong Park give his kidneys? Didn’t they make a deal back in the Ragnorak war???","Apr 04, 2019",21125,34,24,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,stream_mono,I SHIP DUSIK X MONEY ,"Apr 04, 2019",17877,101,26,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,Matt Smyth,I hope dusik doesn’t die...,"Apr 04, 2019",14970,31,35,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,Alexelio,The fact that Dean can use Re-Taekwondo still irritate me 😑,"Apr 04, 2019",566,11,19,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,Tsuiso,Not a fan of Gen X. Arrogant millenials are annoying.,"Apr 04, 2019",425,2,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,mayohades,"Genx is definitely overhyped, this man was able to take hits from Zeus","Apr 04, 2019",346,1,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,Nothing To see here,He is still going to pull something out of that 2%. Trust.,"Apr 04, 2019",212,1,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,stretchedchenle,Why does he need to be assassinated? Just give him money and he’ll go...,"Apr 04, 2019",197,1,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,Jordan Williams,Gen X beating Dusik is gonna feel like an ass pull no matter how it happens and I'm just not for it...,"Apr 04, 2019",142,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,Kachi Ngerem,"Guys, remember when Dusik ran all the way from China to punch Zeus into a mountain? ","Apr 04, 2019",97,1,4,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,Phoenix FireKing🔥,"Why.....WHY THE HELL DOES DEAN STILL HAVE MORI'S ARMOR SUITS 👿👿 To be real though, he really is annoying and needs to come up with his own way of becoming stronger....","Apr 04, 2019",101,6,10,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,A Ghost Bat ™ ,"This entire time vision thing and co-evolution is kind of just an excuse to keep them in the story if they end up defeating Dusik tbh- If they do win, it's gonna be complete and utter BS. It's like the scene in Twilight where they all fight but it turns out to have just been a dream or premonition. Please don't use this as an excuse to kill off an OG, because killing off a good character is not a good way to introduce the new ones. ","Apr 04, 2019",85,1,10,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,Thomas Vanila,I'll still take that 2% for Dusik ,"Apr 04, 2019",66,1,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,Llyoid,"plot twist: Dusik Kim is the first Gen. X, so the phone is right","Apr 04, 2019",55,0,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,407,1048,594306,56242,30376719,2019-04-04,BRUTALSLASHER25,"Just Waiting For Mori To Get There Like "" Can I Join In""? And Generation X Be like "" Welp, time to go I think I left the stove on."" 😂😂😂","Apr 04, 2019",49,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,TheOtakuKing,DONT DIE DUSIKEdit: Thank you for my first ever top comment on my favorite webtoon!!!!,"Apr 11, 2019",16610,188,18,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,Slightly_Sadistic,"Dues Ex Machina, that came out of nowhere","Apr 11, 2019",13314,73,34,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,Novabow John Mivule,KIBA CORP TECHNOLOGY WILL DEFEAT THIS SO CALLED WIFI PROJECT,"Apr 11, 2019",10246,49,23,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,MoonkaCheeks,"I use to like Dean; now I hope his ass gets beat to the ground. Because he knows the truth what happened chooses to side with a backstabber because the fear of the society is crumbling. Boy, your world is already split. He just tried to kill innocent people who couldn't even protect themselves. You still side with the World President. Put these kids to sleep.","Apr 11, 2019",570,17,15,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,illinois56 ,"I’m very concerned when that kid ate his brother 😅, hmmmmmmm","Apr 11, 2019",369,1,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,Greenpie,Those two kids are the creepiest characters in the series,"Apr 11, 2019",314,1,6,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,Hosuke,The author sure loves taking WHOLE FREAKING ARMS from his/her characters. 🤔,"Apr 11, 2019",249,1,3,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,ABOWLOFSOUP,SEE I WAS RIGHT! IT IS ASTRO BOY!,"Apr 11, 2019",153,0,1,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,Dharmisha,did that kid just eat the other kid,"Apr 11, 2019",122,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,LeeRod,I have a hate love relation with Dean. He's cool but he's currently in the wrong side. I want him to side with Mori against the president!,"Apr 11, 2019",121,5,9,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,One Punch Fish,"""Unfortunately, national treasures don't come with bullets"" ""did he just make shooting sounds with his mouth?"" I like this guy","Apr 12, 2019",98,0,2,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,Jumbdoge,I freaking died at that national treasure gun page 🤣🤣🤣🤣🤣🤣,"Apr 12, 2019",82,0,0,2022-12-29
The God of High School,Yongje Park,action,completed,completed,770700000,2800000,9.7,408,1389,594306,55830,30376719,2019-04-11,Doom Face,Took the meaning lending a hand too far.,"Apr 11, 2019",84,1,2,2022-12-29
